Wavelength [m],Flux [W/m^3]
120.5,3.5645349650871023
121.5,54.479239956584166
122.49999999999999,1.327652290339652
123.49999999999999,0.5919355895141813
124.50000000000001,0.6654807537927022
125.5,0.641686099063235
126.5,0.43459617325706296
127.5,0.40089377006226085
128.5,0.7176392247290387
129.5,0.6922242936824922
130.5,0.5533043502978262
131.5,0.59862480982594
132.5,0.5746640544842041
133.5,0.8457318000286365
134.5,0.7724062749085739
135.5,0.7458441072265758
136.5,0.6285864873452832
137.5,0.675926526926875
138.5,0.6765191151890407
139.5,0.9985401929270223
140.5,0.9257848963941668
141.5,0.9284676327149688
142.5,1.188188087647182
143.5,1.0760075932799273
144.5,0.8824809156692399
145.5,0.7886936546287894
146.5,0.9714792271418948
147.5,1.0740133175614026
148.5,1.5086478435151094
149.5,1.2642819487216654
150.5,1.3225590659968423
151.5,1.1129222740194142
152.5,0.969923490576906
153.5,1.1712027387440518
154.5,1.4915358851092064
155.5,1.3493636497306873
156.5,1.399815418146946
157.5,1.2150111830298596
158.5,1.9417893316988413
159.5,4.77276213130637
160.5,14.880663696347032
161.5,3.8569890283636163
162.5,2.2847808151443583
163.5,1.5545989855024276
164.5,1.6934826435292292
165.5,2.0776388453059975
166.5,2.185709446762686
167.5,2.9546064064087663
168.5,2.8621821613585796
169.5,2.3458371602691654
170.5,2.7563483823978836
171.5,3.0578122328653863
172.5,3.5442505594329634
173.5,4.742723842431841
174.5,3.3533940218245775
175.5,5.298276877525389
176.5,6.136577700266497
177.5,4.329674517878958
178.5,2.9734456630978414
179.5,1.0239762232920435
180.5,1.0501344050472774
181.5,3.4383648063553793
182.5,2.0830328922255967
183.5,1.8101512176617436
184.5,1.3481762537036632
185.5,0.9223083863810191
186.5,0.9223083863810191
187.5,0.20454601311863274
188.5,1.2578799665771547
189.5,1.6434283522967348
190.5,0.219248801776174
191.5,2.729472394705474
192.5,0.5558421719061074
193.5,0.38581447996938817
194.5,2.3696374537064133
195.5,1.5126973668923005
196.5,0.48675631141243064
197.5,0.20718067174136615
198.5,1.034251363387655
199.5,0.5226996970668751
200.5,1.2641243518158716
201.5,1.0958093492768002
202.5,0.9298180916749359
203.5,1.4185036211956918
204.5,0.8347317532526088
205.5,0.20713782916195023
206.5,0.3576333261099166
207.5,1.198174399759546
208.5,0.32409764547618886
209.5,0.8842366166689201
210.5,0.9708479169509908
211.5,0.17067240017163116
212.5,0.21742323172016034
213.5,1.1310483327418388
214.5,0.4869281673737396
215.5,0.2554372927697604
216.5,0.5127733031498417
217.5,0.8296468817094897
218.5,0.2332703641404408
219.5,0.17698253532194827
220.5,0.17237130031757825
221.5,0.38738178718249444
222.5,0.20694964470056595
223.5,0.25766855283127305
224.5,0.4070149642762999
225.5,0.7684595262379674
226.5,0.5481125230135949
227.5,0.5580449132471899
228.5,0.5194768476118251
229.5,0.16202957377746985
230.5,0.36757230119111917
231.5,0.2690898400338239
232.5,0.2142420026058249
233.5,0.06400211638684071
234.5,0.051428547781056176
235.5,0.4257032059364468
236.5,0.5344461127364638
237.5,0.3067173763362821
238.50000000000003,0.5018594342913901
239.5,0.55875058274256
240.50000000000003,0.23854535458401996
241.49999999999997,0.3817704770643717
242.5,0.6442209062278608
243.49999999999997,0.28402679218566446
244.5,0.35044220374369983
245.50000000000003,0.3953017405472334
246.5,0.13384187567265324
247.5,0.05067620481137363
248.49999999999997,0.17521437114048846
249.5,0.5580725723089671
250.50000000000003,0.32478022035363696
251.5,0.12378898234323041
252.50000000000003,0.02683610831244231
253.5,0.06551182742116372
254.5,0.0575692207155748
255.49999999999997,0.3049338913923555
256.5,0.6372643374863111
257.5,0.15009415873206672
258.5,0.21102193983706122
259.5,0.18090024995952186
260.5,0.7409149266266036
261.5,0.918671790887852
262.5,0.3523862433608367
263.5,0.43889985548240135
264.5,0.2335335214841084
265.5,0.2653067388383661
266.5,0.2661447364135489
267.5,0.6363027073621086
268.5,0.400257808742245
269.5,0.3265825266875722
270.5,0.21147338131592255
271.5,0.1855927541263848
272.5,0.6580640619812689
273.5,0.35077683086127853
274.5,0.350665277785844
275.5,0.9784480244247404
276.5,0.3000396513895956
277.5,0.8456288219664782
278.5,0.8679682762681041
279.5,7.891649991231874
280.5,7.4648083651501045
281.5,1.0032379443805879
282.5,0.7265285720017594
283.5,0.272403784942304
284.5,0.5991773884219006
285.5,0.2252376063138382
286.5,0.7097242241898245
287.5,0.8208211196383652
288.5,1.2868187155455386
289.5,1.2413869816680319
290.5,1.0131559416096378
291.5,1.4016684843881242
292.5,1.2079025990028034
293.5,0.782101464249636
294.5,1.2613428682981038
295.5,0.6275654718861653
296.5,0.3734303646120563
297.5,0.6367831022101852
298.5,1.0924632988610379
299.5,1.4681860477239286
300.5,1.6065471079718077
301.5,1.782873308801876
302.5,1.055701691146919
303.5,1.6195163062583946
304.5,1.0101122029666605
305.5,1.121400953062601
306.5,0.7007022114383986
307.5,0.9174267958136244
308.5,2.7979144069306066
309.5,1.2322791905220492
310.5,1.9413594365396005
311.5,1.4528361119301305
312.5,2.1163369192331
313.5,2.2864095516511043
314.5,3.1456067085336823
315.5,19.578793550023658
316.5,19.77804692812618
317.5,27.92647760921854
318.5,14.496989672466356
319.5,14.166200810726533
320.5,20.679927647632788
321.5,20.39760358329967
322.5,15.812492297435732
323.5,17.9891013390043
324.5,17.970240308665595
325.5,34.5715989229024
326.5,41.820192424194595
327.5,30.16755409224451
328.5,37.19804938107151
329.5,46.69365793041069
330.5,22.60683907528392
331.5,37.790342298151124
332.5,43.88780396104611
333.5,44.35844575439706
334.5,37.66406385776892
335.5,27.799726757914065
336.5,19.546343017364507
337.5,17.464872448540916
338.5,26.36191754484677
339.5,25.299828751147178
340.5,43.63918821581371
341.5,18.688790352529644
342.5,32.88671294711383
343.5,20.435599981561833
344.5,7.546700996987979
345.5,21.649921533930367
346.5,12.592485063318268
347.5,18.32203339269044
348.5,38.13936517470646
349.5,14.752751898437168
350.5,38.819734275935325
351.5,21.221525481204765
352.5,13.744891598664267
353.5,67.76245746591478
354.5,80.45959578996771
355.5,59.17967015188919
356.5,31.146780497810408
357.5,13.06388966191121
358.5,10.878947890667233
359.5,13.36459892335894
360.5,16.949216687202057
361.5,27.936967357281002
362.5,51.00006896780656
363.5,37.58899476583846
364.5,41.86387746087494
365.5,56.89415766716548
366.5,106.77998788922378
367.5,69.87921500035202
368.5,41.69964196771745
369.5,95.8215411228757
370.5,46.795109073831334
371.5,37.10238604136616
372.5,16.289548107468253
373.5,10.912266149393865
374.5,12.312917078309457
375.5,30.547669893780146
376.5,44.10031504516261
377.5,99.11047350971813
378.5,101.21821719421672
379.5,74.82593536067415
380.5,95.76505283245218
381.5,76.57550890490575
382.5,18.658839737722648
383.5,43.22091027345867
384.5,139.93297244244457
385.5,82.13872350664604
386.5,234.09997491121206
387.5,28.24460614233233
388.5,119.13868179714355
389.5,47.897182755979415
390.5,26.962164319613343
391.5,81.04103371834873
392.5,18.3057803916359
393.5,33.54998481910445
394.5,0.0
395.5,89.54612572833547
396.5,25.029468465586223
397.5,71.44417798363276
398.5,172.08952446744073
399.5,88.13165096565258
400.5,89.8687360128385
401.5,131.22543980163684
402.5,76.4685524048698
403.5,106.64807261806224
404.5,21.172206662835123
405.5,42.53005833514439
406.5,48.132170565895045
407.5,14.52646268644199
408.5,13.984086755686596
409.5,21.740392915740724
410.5,98.99156507579119
411.5,59.32332378461393
412.5,66.55418529037108
413.5,60.77107483517483
414.5,99.3515110934415
415.5,55.92740361406966
416.5,20.03517026645937
417.5,159.4503396587302
418.5,0.0
419.5,98.801243808037
420.5,40.87958336998454
421.5,8.331241884129568
422.5,35.86713618844083
423.5,5.5216811754218
424.5,46.96874014243369
425.5,6.103434898238091
426.5,77.87743973850198
427.5,0.0
428.5,82.32808241006987
429.5,49.81067426172038
430.5,71.64838756932569
431.5,30.821931514557292
432.5,41.37730458460297
433.5,77.227296711176
434.5,26.109157467005932
435.5,95.09884957731713
436.5,96.89884470459018
437.5,62.50826375593766
438.5,101.89493261452371
439.5,97.49550239678449
440.5,108.86366421449418
441.5,105.07116629893976
442.5,113.66837767475384
443.5,85.32868636804811
444.5,50.10937904165345
445.5,56.41176866599445
446.5,100.40771404801019
447.5,106.72785515351129
448.5,107.64191483888449
449.5,80.8487328652926
450.5,97.9821564490819
451.5,85.49904745283803
452.5,147.02349452143065
453.5,148.9868495337438
454.5,145.4802039998279
455.5,161.7738499890326
456.5,183.14655692804592
457.5,220.8471919953447
458.5,196.23394748023526
459.5,189.24805452343904
460.5,203.82889586914953
461.5,186.67719290749338
462.5,255.974016784129
463.5,197.68095209889867
464.5,180.0820002853298
465.5,249.15337643756
466.5,221.55075164386182
467.5,273.4595167227414
468.5,223.81665051515745
469.5,220.57251379343907
470.5,232.33695040722878
471.5,276.12544517999385
472.5,164.62770587804948
473.5,151.43848224586785
474.5,206.44657266931253
475.5,212.4582575931909
476.5,125.19010648291658
477.5,130.20567209920307
478.49999999999994,103.62175453996872
479.5,129.35244166385687
480.5,208.0263501072022
481.49999999999994,177.33126230436346
482.50000000000006,191.74155616242336
483.5,116.05084199730689
484.5,208.4695950263648
485.50000000000006,166.0159390070222
486.5,198.63763638283837
487.5,196.52972835095565
488.49999999999994,159.40625619374285
489.50000000000006,182.05849520374778
490.5,291.9652747383276
491.5,302.1219753671358
